,time,price,size
5759,40527240,9.92,6
5760,40528710,9.92,3500
5761,40533650,9.93,1000
5762,40537330,9.92,500
5763,40539270,9.93,900
5764,40540390,9.93,900
5765,40542520,9.93,100
5766,40552570,9.92,6
5767,40562960,9.92,1000
5768,40563650,9.93,900
5769,40564240,9.92,8640
5770,40565530,9.92,1621
5771,40565530,9.92,779
5772,40566030,9.93,5345
5773,40566030,9.93,1000
5774,40566030,9.93,1000
5775,40566030,9.93,1655
5776,40572160,9.93,100
5777,40573420,9.93,100
5778,40576990,9.93,3745
5779,40576990,9.93,1255
5780,40585280,9.93,700
5781,40591590,9.93,45
5782,40591590,9.93,400
5783,40591590,9.93,255
5784,40593610,9.93,1000
5785,40595710,9.93,400
5786,40597480,9.92,1221
5787,40597480,9.92,1259
5788,40601420,9.93,500
5789,40602600,9.93,300
5790,40603800,9.93,7545
5791,40603800,9.93,100
5792,40603800,9.93,400
5793,40603800,9.93,1300
5794,40603800,9.93,400
5795,40610100,9.93,6
5796,40613430,9.93,1305
5797,40617000,9.93,85
5798,40623660,9.94,402
5799,40623660,9.94,598
5800,40626170,9.94,9000
5801,40630330,9.93,720
5802,40633820,9.94,100
5803,40634560,9.93,6
5804,40635330,9.94,100
5805,40645750,9.94,700
5806,40650300,9.93,3000
5807,40653660,9.94,900
5808,40666160,9.93,326
5809,40675330,9.94,600
5810,40678400,9.93,2707
5811,40678400,9.93,793
5812,40679170,9.93,1000
5813,40683000,9.93,2200
5814,40683430,9.93,1500
5815,40683990,9.94,1000
5816,40686260,9.93,100
5817,40686350,9.94,7202
5818,40686350,9.94,1798
5819,40686940,9.94,100
5820,40688910,9.93,4407
5821,40688910,9.93,593
5822,40702590,9.93,6
5823,40706030,9.94,2
5824,40706030,9.94,598
5825,40706610,9.93,800
5826,40707350,9.94,100
5827,40707700,9.93,101
5828,40707700,9.93,300
5829,40707700,9.93,100
5830,40707700,9.93,1059
5831,40711330,9.94,200
5832,40711330,9.94,300
5833,40713770,9.94,1000
5834,40713980,9.93,441
5835,40713980,9.93,400
5836,40713980,9.93,259
5837,40715020,9.94,700
5838,40721020,9.94,800
5839,40722060,9.94,300
5840,40743650,9.94,900
5841,40745500,9.93,500
5842,40746410,9.94,5102
5843,40746410,9.94,1900
5844,40746410,9.94,1900
5845,40746410,9.94,98
5846,40748710,9.93,241
5847,40748710,9.93,100
5848,40748710,9.93,659
5849,40749040,9.93,700
5850,40751800,9.93,1000
5851,40752780,9.94,100
5852,40757330,9.94,600
5853,40761910,9.94,1102
5854,40761910,9.94,1498
5855,40762100,9.93,6
5856,40763400,9.93,1305
5857,40766600,9.94,1500
5858,40767860,9.93,85
5859,40771000,9.94,700
5860,40771690,9.94,2100
5861,40773570,9.94,1000
5862,40773900,9.94,600
5863,40775890,9.93,104
5864,40775890,9.93,1296
5865,40776450,9.93,11704
5866,40776450,9.93,100
5867,40776450,9.93,1000
5868,40776450,9.93,400
5869,40776450,9.93,1500
5870,40776450,9.93,300
5871,40776450,9.93,1000
5872,40776450,9.93,10000
5873,40776450,9.93,400
5874,40776450,9.93,500
5875,40776450,9.93,400
5876,40776450,9.93,700
5877,40776450,9.93,100
5878,40776450,9.93,1800
5879,40776450,9.93,10000
5880,40776450,9.93,700
5881,40776450,9.93,1500
5882,40776450,9.93,2000
5883,40776450,9.93,4000
5884,40776450,9.93,100
5885,40776450,9.93,1500
5886,40776450,9.93,100
5887,40776510,9.93,196
5888,40776510,9.94,304
5889,40786250,9.93,100
5890,40786250,9.93,1200
5891,40786250,9.94,48700
5892,40793440,9.93,900
5893,40794450,9.93,1000
5894,40798750,9.93,100
5895,40803660,9.93,1000
5896,40806470,9.93,3260
5897,40806470,9.94,5740
5898,40807190,9.94,100
5899,40808980,9.93,500
5900,40810450,9.94,100
5901,40812440,9.92,6
5902,40812570,9.94,100
5903,40814320,9.93,1000
5904,40814320,9.93,100
5905,40814560,9.93,1400
5906,40818210,9.93,2600
5907,40828470,9.92,800
5908,40830630,9.93,20200
5909,40832420,9.93,700
5910,40833350,9.92,35
5911,40833350,9.92,500
5912,40833350,9.92,865
5913,40833630,9.93,1000
5914,40842850,9.93,300
5915,40847900,9.92,7
5916,40858930,9.93,1000
5917,40861170,9.93,700
5918,40863680,9.93,900
5919,40866580,9.93,9000
5920,40869940,9.93,100
5921,40870980,9.92,4028
5922,40870980,9.92,972
5923,40872870,9.93,2100
5924,40873400,9.92,2000
5925,40873720,9.92,6
5926,40874660,9.93,6000
5927,40876760,9.92,422
5928,40876760,9.92,2000
5929,40876760,9.92,200
5930,40876760,9.92,3000
5931,40876760,9.92,4000
5932,40876760,9.92,200
5933,40876760,9.92,1000
5934,40876760,9.92,500
5935,40876760,9.92,200
5936,40876760,9.92,900
5937,40876760,9.92,1200
5938,40876760,9.92,1100
5939,40876760,9.92,2000
5940,40876760,9.92,500
5941,40876760,9.92,8378
5942,40877520,9.93,300
5943,40887460,9.92,1200
5944,40887610,9.92,422
5945,40887610,9.92,9578
5946,40888990,9.93,7200
5947,40888990,9.93,1500
5948,40888990,9.93,20000
5949,40888990,9.93,11300
5950,40891410,9.93,700
5951,40893570,9.93,100
5952,40893590,9.93,1000
5953,40898770,9.92,400
5954,40900470,9.93,5000
5955,40902840,9.92,22
5956,40902840,9.92,58
5957,40905840,9.93,1200
5958,40908470,9.93,300
5959,40908470,9.92,542
5960,40908470,9.92,1738
5961,40913480,9.92,1305
5962,40914340,9.93,900
5963,40914480,9.93,100
5964,40918620,9.92,85
5965,40921260,9.93,100
5966,40923390,9.93,6000
5967,40923660,9.93,1000
5968,40926460,9.93,1000
5969,40926460,9.93,1920
5970,40926460,9.93,699
5971,40926460,9.93,3400
5972,40926460,9.93,330
5973,40926460,9.93,1651
5974,40929190,9.93,749
5975,40929190,9.93,251
5976,40930480,9.93,1100
5977,40933180,9.93,449
5978,40933180,9.94,1051
5979,40935940,9.94,700
5980,40936280,9.94,200
5981,40939410,9.94,200
5982,40942180,9.94,200
5983,40947680,9.93,2000
5984,40947680,9.93,100
5985,40947680,9.93,200
5986,40949070,9.94,700
5987,40952140,9.94,4900
5988,40953620,9.94,900
5989,40954780,9.94,500
5990,40957120,9.94,700
5991,40957570,9.93,2800
5992,40957570,9.93,1500
5993,40960200,9.93,300
5994,40962650,9.93,300
5995,40963280,9.93,700
5996,40969040,9.93,200
5997,40976550,9.93,1000
5998,40976990,9.92,1000
5999,40977170,9.93,4000
6000,40978960,9.92,372
6001,40978960,9.92,100
6002,40978960,9.92,300
6003,40978960,9.92,1000
6004,40978960,9.92,2000
6005,40978960,9.92,1300
6006,40978960,9.92,1900
6007,40978960,9.92,1100
6008,40978960,9.92,1000
6009,40978960,9.92,500
6010,40978960,9.92,428
6011,40981290,9.93,1000
6012,40982410,9.93,3500
6013,40983760,9.93,1000
6014,40984210,9.93,1500
6015,40986490,9.93,2200
6016,40986490,9.93,2000
6017,40986490,9.93,200
6018,40986490,9.93,1000
6019,40986490,9.93,3600
6020,40987180,9.93,700
6021,40987900,9.93,200
6022,40989500,9.93,100
6023,40989520,9.92,672
6024,40989520,9.92,2000
6025,40989520,9.92,100
6026,40989520,9.92,400
6027,40989520,9.92,1828
6028,40990700,9.93,1400
6029,40990700,9.93,300
6030,40991220,9.93,100
6031,40992440,9.93,100
6032,40993320,9.93,300
6033,40993320,9.94,700
6034,40993750,9.94,100
6035,40999460,9.93,400
6036,41005960,9.93,100
6037,41008080,9.93,600
6038,41012680,9.92,172
6039,41012680,9.92,4200
6040,41012680,9.92,1000
6041,41012680,9.92,1000
6042,41012680,9.92,400
6043,41012680,9.92,100
6044,41012680,9.92,1700
6045,41012680,9.92,2028
6046,41013610,9.93,1000
6047,41017130,9.93,2000
6048,41025340,9.92,3000
6049,41029410,9.93,700
6050,41032960,9.93,500
6051,41034450,9.92,1072
6052,41034450,9.92,200
6053,41034450,9.92,1728
6054,41035270,9.93,100
6055,41035700,9.92,272
6056,41035700,9.92,1000
6057,41035700,9.92,1500
6058,41035700,9.92,228
6059,41036110,9.93,400
6060,41036110,9.94,300
6061,41043700,9.94,900
6062,41045670,9.93,800
6063,41046910,9.94,9000
6064,41050010,9.94,100
6065,41051300,9.93,5200
6066,41051300,9.93,1500
6067,41051300,9.93,2500
6068,41051300,9.93,1300
6069,41054230,9.93,100
6070,41056320,9.93,600
6071,41062840,9.93,600
6072,41063920,9.92,372
6073,41063920,9.92,933
6074,41069890,9.92,67
6075,41069890,9.92,18
6076,41071010,9.93,200
6077,41071010,9.93,700
6078,41073700,9.93,1000
6079,41082190,9.93,300
6080,41094060,9.93,8000
6081,41094060,9.93,10664
6082,41094060,9.93,1000
6083,41096940,9.93,10000
6084,41098640,9.93,1
6085,41103820,9.94,1000
6086,41106750,9.94,9000
6087,41110900,9.93,500
6088,41112130,9.94,100
6089,41113900,9.94,100
6090,41116850,9.94,4000
6091,41118950,9.93,535
6092,41118950,9.93,465
6093,41121040,9.93,35
6094,41121040,9.93,1500
6095,41121040,9.93,700
6096,41121040,9.93,765
6097,41127490,9.93,735
6098,41127490,9.93,100
6099,41133700,9.93,1500
6100,41133700,9.93,900
6101,41134440,9.92,382
6102,41134440,9.92,1500
6103,41134440,9.92,2000
6104,41134440,9.92,1000
6105,41134440,9.92,1000
6106,41134440,9.92,1100
6107,41134440,9.92,2000
6108,41134440,9.92,5000
6109,41134440,9.92,5000
6110,41134440,9.92,6000
6111,41134440,9.92,1900
6112,41134440,9.92,300
6113,41134440,9.92,2900
6114,41134440,9.92,500
6115,41134440,9.92,5000
6116,41134440,9.92,2000
6117,41134440,9.92,2418
6118,41136590,9.93,200
6119,41141470,9.93,300
6120,41146640,9.93,100
6121,41151410,9.93,700
6122,41154310,9.93,5465
6123,41154310,9.93,1000
6124,41154310,9.93,2500
6125,41154310,9.93,19100
6126,41154310,9.93,2300
6127,41154310,9.93,435
6128,41156530,9.93,800
6129,41160430,9.92,1000
6130,41161490,9.93,200
6131,41161550,9.93,300
6132,41163700,9.93,1000
6133,41166410,9.93,200
6134,41166670,9.93,665
6135,41166670,9.93,8335
6136,41167790,9.93,5000
6137,41170560,9.93,900
6138,41171380,9.93,200
6139,41173690,9.93,700
6140,41176360,9.93,100
6141,41188850,9.92,4700
6142,41189010,9.93,1800
6143,41190210,9.93,300
6144,41193690,9.93,1000
6145,41196600,9.93,300
6146,41202600,9.93,300
6147,41208850,9.92,1800
6148,41213190,9.92,82
6149,41213190,9.92,118
6150,41213910,9.92,1305
6151,41218130,9.93,4065
6152,41218130,9.93,2000
6153,41218130,9.93,3600
6154,41218130,9.93,3000
6155,41218130,9.93,2000
6156,41218130,9.93,2000
6157,41218130,9.93,400
6158,41218130,9.93,4135
6159,41220890,9.92,85
6160,41221860,9.92,800
6161,41223740,9.93,900
6162,41227060,9.93,9000
6163,41229790,9.93,100
6164,41232440,9.93,100
6165,41237110,9.93,700
6166,41238490,9.93,65
6167,41238490,9.93,2000
6168,41240160,9.93,500
6169,41243960,9.93,30
6170,41247880,9.93,6
6171,41248510,9.93,4099
6172,41248510,9.92,592
6173,41248510,9.92,500
6174,41248510,9.92,500
6175,41248510,9.92,1900
6176,41248510,9.92,500
6177,41248510,9.92,1200
6178,41248510,9.92,709
6179,41253740,9.94,1000
6180,41257800,9.94,900
6181,41258390,9.93,384
6182,41260660,9.93,1216
6183,41260660,9.93,1500
6184,41262430,9.93,100
6185,41268410,9.93,400
6186,41272720,9.92,240
6187,41279290,9.92,51
6188,41279290,9.92,1500
6189,41279290,9.92,1000
6190,41279290,9.92,700
6191,41279290,9.92,1500
6192,41279290,9.92,249
6193,41281650,9.92,1151
6194,41281650,9.92,400
6195,41281650,9.92,1449
6196,41283760,9.93,1000
6197,41287070,9.93,9000
6198,41294080,9.93,100
6199,41303570,9.92,11
6200,41305170,9.92,6
6201,41313930,9.93,900
6202,41322010,9.93,300
6203,41323230,9.93,500
6204,41330250,9.92,34
6205,41330250,9.92,1200
6206,41330250,9.92,600
6207,41330250,9.92,1000
6208,41330250,9.92,166
6209,41334880,9.92,134
6210,41334880,9.92,500
6211,41334880,9.92,1500
6212,41334880,9.92,3300
6213,41334880,9.92,400
6214,41334880,9.92,500
6215,41334880,9.92,300
6216,41334880,9.92,100
6217,41334880,9.92,400
6218,41334880,9.92,500
6219,41334880,9.92,100
6220,41334880,9.92,1000
6221,41334880,9.92,1266
6222,41337840,9.93,100
6223,41342370,9.92,400
6224,41343400,9.92,6
6225,41344020,9.93,1000
6226,41344700,9.93,1500
6227,41346940,9.93,9000
6228,41352510,9.93,2000
6229,41357620,9.93,100
6230,41358670,9.93,1000
6231,41371100,9.93,100
6232,41371160,9.93,500
6233,41373780,9.93,1000
6234,41378050,9.93,100
6235,41378480,9.93,200
6236,41380650,9.92,1000
6237,41382900,9.93,1000
6238,41394450,9.92,1928
6239,41394450,9.92,1224
6240,46800090,9.93,2000
6241,46800090,9.92,1500
6242,46800110,9.93,200
6243,46800130,9.92,300
6244,46800170,9.93,9000
6245,46800170,9.93,100
6246,46800180,9.92,480
6247,46800200,9.92,100
6248,46800260,9.92,85
6249,46800320,9.93,500
6250,46800320,9.92,2400
6251,46800340,9.92,6
6252,46800540,9.92,1200
6253,46800620,9.93,600
6254,46801080,9.93,10000
6255,46801130,9.93,1000
6256,46801160,9.93,1000
6257,46801170,9.93,800
6258,46801190,9.92,700
6259,46801210,9.93,600
6260,46801250,9.92,205
6261,46801250,9.92,400
6262,46801250,9.92,100
6263,46801250,9.92,1295
6264,46801330,9.93,1000
6265,46801430,9.93,800
6266,46801440,9.92,205
6267,46801440,9.92,400
6268,46801440,9.92,1395
6269,46801600,9.92,2
6270,46801810,9.93,4400
6271,46801850,9.93,900
6272,46802060,9.92,103
6273,46802060,9.92,3000
6274,46802060,9.92,6897
6275,46802080,9.92,200
6276,46802090,9.92,1500
6277,46802090,9.92,1200
6278,46802090,9.92,203
6279,46802090,9.92,1000
6280,46802090,9.92,397
6281,46802110,9.92,3
6282,46802110,9.92,500
6283,46802110,9.92,497
6284,46802130,9.93,1200
6285,46802130,9.92,3
6286,46802130,9.92,197
6287,46802160,9.92,803
6288,46802160,9.92,100
6289,46802160,9.92,400
6290,46802160,9.92,1100
6291,46802160,9.92,2000
6292,46802160,9.92,1500
6293,46802160,9.92,500
6294,46802160,9.92,1500
6295,46802160,9.92,617
6296,46802200,9.92,1178
6297,46802210,9.92,6700
6298,46802230,9.92,3000
6299,46802260,9.92,1200
6300,46802270,9.93,600
6301,46803090,9.92,120
6302,46803090,9.93,200
6303,46803150,9.93,300
6304,46803220,9.92,300
6305,46803310,9.92,5000
6306,46803310,9.92,2000
6307,46803460,9.93,2000
6308,46803590,9.92,1305
6309,46804090,9.93,100
6310,46804090,9.93,1500
6311,46804130,9.92,4000
6312,46804140,9.93,200
6313,46804140,9.92,6040
6314,46804180,9.92,1000
6315,46804180,9.93,100
6316,46804290,9.93,300
6317,46805100,9.92,15000
6318,46805100,9.92,2540
6319,46805100,9.92,100
6320,46805100,9.92,400
6321,46805100,9.92,400
6322,46805100,9.92,560
6323,46805110,9.93,200
6324,46805170,9.92,440
6325,46805170,9.92,160
6326,46806160,9.92,400
6327,46806160,9.92,4440
6328,46806160,9.92,760
6329,46815790,9.93,800
6330,46816800,9.93,600
6331,46821820,9.93,537
6332,46821820,9.93,463
6333,46826710,9.93,900
6334,46827920,9.92,740
6335,46827920,9.92,400
6336,46827920,9.92,1860
6337,46831550,9.93,137
6338,46831550,9.93,863
6339,46831840,9.93,177
6340,46831840,9.93,823
6341,46836580,9.93,177
6342,46836580,9.93,623
6343,46837710,9.92,140
6344,46837710,9.92,60
6345,46841570,9.93,100
6346,46842310,9.93,300
6347,46846560,9.93,400
6348,46847660,9.92,6
6349,46851570,9.93,700
6350,46852820,9.92,1000
6351,46856190,9.92,140
6352,46856500,9.93,200
6353,46856790,9.92,3700
6354,46861520,9.93,900
6355,46861700,9.93,1000
6356,46863530,9.92,14818
6357,46866150,9.92,2200
6358,46866590,9.93,100
6359,46867170,9.93,777
6360,46867170,9.93,1200
6361,46867170,9.93,7023
6362,46867560,9.93,100
6363,46867780,9.92,2200
6364,46868110,9.92,2300
6365,46868440,9.92,4400
6366,46870440,9.92,14818
6367,46871690,9.93,500
6368,46875730,9.93,300
6369,46876590,9.93,1200
6370,46878160,9.92,200
6371,46878970,9.92,2200
6372,46881630,9.93,777
6373,46881630,9.93,823
6374,46885440,9.92,10600
6375,46885610,9.92,6
6376,46886460,9.93,177
6377,46886460,9.93,323
6378,46891500,9.93,600
6379,46891580,9.93,877
6380,46891580,9.93,23
6381,46896590,9.93,1000
6382,46901480,9.93,300
6383,46904040,9.93,100
6384,46906480,9.93,177
6385,46906480,9.93,100
6386,46906480,9.93,723
6387,46911460,9.93,600
6388,46916270,9.93,100
6389,46921440,9.93,200
6390,46921540,9.92,2200
6391,46921870,9.93,397
6392,46921870,9.93,534
6393,46921870,9.93,69
6394,46922160,9.93,131
6395,46922160,9.93,5000
6396,46922160,9.93,500
6397,46922160,9.93,4369
6398,46927130,9.93,3831
6399,46927130,9.93,1000
6400,46927130,9.93,1000
6401,46927130,9.93,3169
6402,46928500,9.93,100
6403,46930310,9.92,2400
6404,46941260,9.92,6
6405,46950360,9.92,85
6406,46950400,9.93,800
6407,46951460,9.93,100
6408,46951660,9.93,1000
6409,46953430,9.92,1305
6410,46953670,9.92,120
6411,46960150,9.92,1240
6412,46961940,9.93,300
6413,46963270,9.92,400
6414,46965480,9.93,1900
6415,46978860,9.93,100
6416,46980110,9.93,37931
6417,46980110,9.93,1000
6418,46980110,9.93,600
6419,46980110,9.93,800
6420,46980110,9.93,2000
6421,46980110,9.93,29100
6422,46980110,9.93,29200
6423,46980110,9.93,2300
6424,46980110,9.93,2400
6425,46980110,9.93,29200
6426,46980110,9.93,500
6427,46980110,9.93,3000
6428,46980110,9.93,2600
6429,46980110,9.93,1000
6430,46980110,9.93,1800
6431,46980110,9.93,69
6432,46981770,9.93,900
6433,46987140,9.93,9000
6434,46988210,9.92,10080
6435,46991620,9.92,120
6436,46994290,9.93,100
6437,46995240,9.93,800
6438,46995970,9.93,700
6439,46996550,9.92,6
6440,46998840,9.93,700
6441,47010470,9.93,900
6442,47011900,9.93,1000
6443,47012600,9.93,4531
6444,47012600,9.93,360
6445,47012600,9.93,2300
6446,47012600,9.93,1809
6447,47019480,9.93,200
6448,47019710,9.93,1000
6449,47024750,9.92,7
6450,47035490,9.93,16991
6451,47035490,9.93,1309
6452,47040670,9.92,2000
6453,47040970,9.92,2
6454,47042050,9.93,1000
6455,47047260,9.93,5370
6456,47047260,9.93,2700
6457,47047260,9.93,930
6458,47048510,9.93,100
6459,47054560,9.93,100
6460,47054880,9.93,270
6461,47054880,9.93,730
6462,47061360,9.92,600
6463,47063190,9.93,9000
6464,47071750,9.93,900
6465,47080330,9.92,6
6466,47082680,9.93,300
6467,47086070,9.93,900
6468,47094250,9.92,130
6469,47095820,9.93,15000
6470,47097580,9.92,900
6471,47099540,9.93,2200
6472,47101700,9.92,85
6473,47101980,9.93,1000
6474,47103490,9.92,1305
6475,47105910,9.93,5000
6476,47107410,9.93,9000
6477,47108100,9.92,7200
6478,47110790,9.93,100
6479,47130720,9.92,5700
6480,47131850,9.93,1000
6481,47144290,9.92,700
6482,47157330,9.92,1900
6483,47159300,9.93,100
6484,47160540,9.93,800
6485,47162080,9.93,900
6486,47164570,9.93,6000
6487,47166850,9.93,200
6488,47167400,9.93,1870
6489,47167400,9.93,400
6490,47167400,9.93,5000
6491,47167400,9.93,1730
6492,47170280,9.93,3270
6493,47170280,9.93,2730
6494,47171430,9.93,100
6495,47176860,9.92,500
6496,47177180,9.93,3100
6497,47178530,9.93,500
6498,47179070,9.93,2000
6499,47182150,9.93,2300
6500,47186980,9.93,400
6501,47187160,9.93,700
6502,47189200,9.92,100
6503,47189530,9.92,10000
6504,47191670,9.93,2200
6505,47191740,9.93,1000
6506,47196250,9.92,1440
6507,47196630,9.93,100
6508,47201650,9.93,1500
6509,47202200,9.93,300
6510,47202340,9.92,3000
6511,47206760,9.93,900
6512,47207540,9.93,900
6513,47211590,9.93,700
6514,47216570,9.93,600
6515,47218110,9.93,700
6516,47221550,9.93,800
6517,47222060,9.93,1000
6518,47226560,9.93,100
6519,47227540,9.93,9000
6520,47231780,9.93,800
6521,47231900,9.93,900
6522,47234320,9.92,1600
6523,47236480,9.93,400
6524,47237230,9.93,300
6525,47251790,9.93,900
6526,47252400,9.92,85
6527,47254040,9.92,1305
6528,47254570,9.93,1200
6529,47257380,9.92,2400
6530,47262750,9.93,4400
6531,47282100,9.93,1000
6532,47283060,9.93,600
6533,47285440,9.92,2000
6534,47287570,9.93,7870
6535,47287570,9.93,1130
6536,47287970,9.93,700
6537,47291830,9.92,500
6538,47292430,9.93,100
6539,47296560,9.92,300
6540,47297180,9.93,3000
6541,47299660,9.93,1400
6542,47301070,9.93,800
6543,47309000,9.93,100
6544,47309500,9.93,100
6545,47311760,9.93,1000
6546,47316670,9.93,6000
6547,47317090,9.93,100
6548,47320970,9.93,570
6549,47320970,9.93,1830
6550,47321940,9.93,300
6551,47324620,9.93,1870
6552,47324620,9.93,130
6553,47329010,9.93,1000
6554,47335090,9.93,1900
6555,47342050,9.93,900
6556,47347720,9.93,3450
6557,47347720,9.93,1100
6558,47347720,9.93,800
6559,47347720,9.93,3650
6560,47351630,9.93,500
6561,47351900,9.93,2000
6562,47352220,9.93,100
6563,47364730,9.93,200
6564,47364980,9.93,1850
6565,47364980,9.93,150
6566,47365430,9.93,1850
6567,47365430,9.93,1950
6568,47365970,9.92,1000
6569,47368290,9.93,8690
6570,47368290,9.93,1310
6571,47370850,9.93,900
6572,47371040,9.92,5700
6573,47371780,9.93,1000
6574,47378190,9.92,1000
6575,47378610,9.93,800
6576,47383600,9.93,100
6577,47384790,9.92,4000
6578,47387770,9.92,14925
6579,47387770,9.92,1100
6580,47387770,9.92,2000
6581,47387770,9.92,400
6582,47387770,9.92,1500
6583,47387770,9.92,1500
6584,47387770,9.92,400
6585,47387770,9.92,1500
6586,47387770,9.92,1500
6587,47387770,9.92,4100
6588,47387770,9.92,1000
6589,47387770,9.92,1500
6590,47387770,9.92,600
6591,47387770,9.92,400
6592,47387770,9.92,1500
6593,47387770,9.92,5000
6594,47387770,9.92,1500
6595,47387770,9.92,400
6596,47387770,9.92,50000
6597,47387770,9.92,1000
6598,47387770,9.92,100
6599,47387770,9.92,900
6600,47387770,9.92,700
6601,47387770,9.92,1600
6602,47387770,9.92,4875
6603,47392750,9.92,500
6604,47399100,9.93,200
6605,47402270,9.93,1000
6606,47403400,9.92,4625
6607,47403400,9.92,200
6608,47403400,9.92,1500
6609,47403400,9.92,3000
6610,47403400,9.92,75
6611,47403550,9.92,85
6612,47403850,9.92,340
6613,47403850,9.92,965
6614,47407720,9.93,1655
6615,47407720,9.93,800
6616,47407720,9.93,1200
6617,47407720,9.93,2400
6618,47407720,9.93,200
6619,47407720,9.93,2745
6620,47408230,9.92,400
6621,47414020,9.92,300
6622,47422650,9.92,1000
6623,47426250,9.92,2000
6624,47426650,9.92,335
6625,47426650,9.92,300
6626,47426650,9.92,1365
6627,47427160,9.93,1800
6628,47427680,9.92,735
6629,47427680,9.92,100
6630,47427680,9.92,400
6631,47427680,9.92,65
6632,47431150,9.93,700
6633,47431300,9.93,1000
6634,47431610,9.92,6
6635,47431990,9.93,900
6636,47435200,9.93,1600
6637,47439520,9.93,1255
6638,47439520,9.93,145
6639,47441780,9.92,429
6640,47441780,9.92,1071
6641,47442320,9.93,300
6642,47443070,9.93,3000
6643,47445230,9.93,800
6644,47455070,9.93,300
6645,47462280,9.93,1000
6646,47467640,9.93,3455
6647,47467640,9.93,1000
6648,47467640,9.93,4545
6649,47467880,9.93,100
6650,47474430,9.93,100
6651,47483150,9.92,300
6652,47487520,9.92,1000
6653,47490400,9.93,1800
6654,47490960,9.92,2629
6655,47490960,9.92,1000
6656,47490960,9.92,400
6657,47490960,9.92,10400
6658,47490960,9.92,1500
6659,47490960,9.92,1500
6660,47490960,9.92,400
6661,47490960,9.92,1200
6662,47490960,9.92,1500
6663,47490960,9.92,300
6664,47490960,9.92,1500
6665,47490960,9.92,400
6666,47490960,9.92,500
6667,47490960,9.92,1500
6668,47490960,9.92,1500
6669,47490960,9.92,400
6670,47490960,9.92,371
6671,47492050,9.93,1000
6672,47496490,9.92,629
6673,47496490,9.92,200
6674,47496490,9.92,400
6675,47496490,9.92,600
6676,47496490,9.92,271
6677,47506530,9.92,6
6678,47513490,9.92,23
6679,47513490,9.92,400
6680,47513490,9.92,7177
6681,47514390,9.92,500
6682,47520710,9.93,800
6683,47521240,9.92,300
6684,47521310,9.93,100
6685,47522170,9.93,900
6686,47523680,9.92,1023
6687,47523680,9.92,477
6688,47527790,9.93,655
6689,47527790,9.93,2000
6690,47527790,9.93,1200
6691,47527790,9.93,1000
6692,47527790,9.93,1000
6693,47527790,9.93,400
6694,47527790,9.93,2745
6695,47531280,9.93,100
6696,47535350,9.92,2323
6697,47535350,9.92,300
6698,47535350,9.92,1000
6699,47535350,9.92,8000
6700,47535350,9.92,400
6701,47535350,9.92,2000
6702,47535350,9.92,3000
6703,47535350,9.92,12100
6704,47535350,9.92,400
6705,47535350,9.92,477
6706,47536830,9.93,2155
6707,47536830,9.93,445
6708,47540300,9.93,900
6709,47542000,9.93,800
6710,47542310,9.92,523
6711,47542310,9.92,2077
6712,47546920,9.93,2300
6713,47549230,9.92,300
6714,47549560,9.92,1560
6715,47551610,9.93,400
6716,47552100,9.93,455
6717,47552100,9.93,545
6718,47552550,9.93,3000
6719,47554610,9.92,127
6720,47554800,9.92,536
6721,47554800,9.92,400
6722,47554800,9.92,1021
6723,47556630,9.93,300
6724,47557570,9.92,6
6725,47561530,9.93,1900
6726,47561820,9.93,300
6727,47565850,9.92,300
6728,47566200,9.93,700
6729,47566600,9.93,200
6730,47571840,9.93,900
6731,47576600,9.93,1000
6732,47577790,9.93,300
6733,47579360,9.93,500
6734,47581490,9.93,500
6735,47582240,9.93,1000
6736,47585210,9.93,1700
6737,47586540,9.93,600
6738,47587820,9.93,6555
6739,47587820,9.93,2445
6740,47589160,9.93,100
6741,47591490,9.93,500
6742,47592720,9.93,100
6743,47595260,9.93,800
6744,47595510,9.93,100
6745,47596560,9.93,100
6746,47600050,9.93,1000
6747,47600930,9.92,6
6748,47611030,9.93,1000
6749,47612040,9.93,900
6750,47620710,9.92,4155
6751,47627540,9.93,100
6752,47630660,9.93,1755
6753,47630660,9.93,300
6754,47630660,9.93,1000
6755,47630660,9.93,2945
6756,47638910,9.93,100
6757,47642220,9.93,1000
6758,47643510,9.92,1200
6759,47647860,9.93,9000
6760,47655430,9.93,800
6761,47656680,9.92,400
6762,47662210,9.92,6
6763,47672130,9.93,1000
6764,47682070,9.92,15100
6765,47682260,9.93,115
6766,47682260,9.93,185
6767,47692760,9.92,1000
6768,47699280,9.92,6
6769,47700270,9.93,215
6770,47700270,9.93,485
6771,47700570,9.92,600
6772,47702360,9.93,900
6773,47704450,9.92,1957
6774,47704890,9.93,1000
6775,47705370,9.92,127
6776,47708000,9.93,4615
6777,47708000,9.93,1400
6778,47708000,9.93,300
6779,47708000,9.93,2685
6780,47713880,9.93,100
6781,47714900,9.93,900
6782,47714990,9.92,2000
6783,47717000,9.93,200
6784,47725220,9.92,1000
6785,47726510,9.92,100
6786,47730900,9.93,800
6787,47731810,9.93,100
6788,47732090,9.93,215
6789,47732090,9.93,785
6790,47741110,9.93,200
6791,47741510,9.92,2900
6792,47741830,9.92,6
6793,47745470,9.92,100
6794,47747470,9.93,500
6795,47748060,9.92,2000
6796,47757900,9.92,1440
6797,47762330,9.93,1000
6798,47763970,9.92,30070
